Reaction1,Reaction2,objective
ACALD,PGK,-3.2269230769231187
ACALD,PGL,10.000000000000103
ACALD,PGM,-3.2269230769230917
ACALD,PIt2r,10.000000000000012
ACALD,PPC,10.000000000000014
ACALD,PPCK,10.000000000000014
ACALD,PPS,10.000000000000014
ACALD,PTAr,10.000000000000014
ACALD,PYK,9.999999999999932
ACALD,PYRt2,9.999999999999932
ACALD,RPE,9.999999999999932
ACALD,RPI,9.999999999999932
ACALD,SUCCt2_2,9.999999999999932
ACALD,SUCCt3,9.999999999999932
ACALD,SUCDi,9.999999999999932
ACALD,SUCOAS,9.999999999999932
ACALD,TALA,9.999999999999932
ACALD,THD2,9.999999999999932
ACALD,TKT1,9.999999999999932
ACALD,TKT2,9.999999999999932
ACALD,TPI,-1.0326153846153858
ACALDt,ACALD,9.99999999999997
ACALDt,ACKr,9.99999999999997
ACALDt,ACONTa,9.99999999999997
ACALDt,ACONTb,9.99999999999997
ACALDt,ACt2r,9.99999999999997
ACALDt,ADK1,9.99999999999997
ACALDt,AKGDH,9.99999999999997
ACALDt,AKGt2r,9.99999999999997
ACALDt,ALCD2x,9.99999999999997
ACALDt,ATPM,9.999999999999968
ACALDt,ATPS4r,9.99999999999997
ACALDt,Biomass_Ecoli_core,9.99999999999997
ACALDt,CO2t,9.99999999999997
ACALDt,CS,9.99999999999997
ACALDt,CYTBD,9.99999999999997
ACALDt,D_LACt2,9.99999999999974
ACALDt,ENO,-3.226923076923127
ACALDt,ETOHt2r,10.0
ACALDt,EX_ac_e,10.0
ACALDt,EX_acald_e,10.0
ACALDt,EX_akg_e,10.0
ACALDt,EX_co2_e,10.0
ACALDt,EX_etoh_e,10.0
ACALDt,EX_for_e,10.0
ACALDt,EX_fru_e,10.0
ACALDt,EX_fum_e,10.0
ACALDt,EX_glc__D_e,0.0
ACALDt,EX_gln__L_e,10.0
ACALDt,EX_glu__L_e,10.0
ACALDt,EX_h_e,10.0
ACALDt,EX_h2o_e,10.0
ACALDt,EX_lac__D_e,10.0
ACALDt,EX_mal__L_e,10.0
ACALDt,EX_nh4_e,10.0
ACALDt,EX_o2_e,10.0
ACALDt,EX_pi_e,10.0
ACALDt,EX_pyr_e,10.0
ACALDt,EX_succ_e,10.0
ACALDt,FBA,-1.0326153846154
ACALDt,FBP,9.999999999999993
ACALDt,FORt2,9.999999999999993
ACALDt,FORti,9.999999999999993
ACALDt,FRD7,9.99999999999999
ACALDt,FRUpts2,9.99999999999999
ACALDt,FUM,9.99999999999999
ACALDt,FUMt2_2,9.99999999999999
ACALDt,G6PDH2r,9.99999999999999
ACALDt,GAPD,-3.2269230769232777
ACALDt,GLCpts,0.4794285714285643
ACALDt,GLNS,10.000000000000005
ACALDt,GLNabc,10.000000000000005
ACALDt,GLUDy,10.000000000000005
ACALDt,GLUN,10.000000000000005
ACALDt,GLUSy,10.000000000000005
ACALDt,GLUt2r,10.000000000000005
ACALDt,GND,10.000000000000005
ACALDt,H2Ot,10.000000000000005
ACALDt,ICDHyr,10.000000000000005
ACALDt,ICL,10.000000000000005
ACALDt,LDH_D,10.0
ACALDt,MALS,10.0
ACALDt,MALt2_2,10.0
ACALDt,MDH,10.0
ACALDt,ME1,10.0
ACALDt,ME2,10.0
ACALDt,NADH16,10.0
ACALDt,NADTRHD,10.0
ACALDt,NH4t,10.0
ACALDt,O2t,10.0
ACALDt,PDH,10.0
ACALDt,PFK,-1.032615384615359
ACALDt,PFL,10.00000000000008
ACALDt,PGI,0.0
ACALDt,PGK,-3.2269230769231303
ACALDt,PGL,10.000000000000007
ACALDt,PGM,-3.22692307692306
ACALDt,PIt2r,9.999999999999996
ACALDt,PPC,10.00000000000006
ACALDt,PPCK,10.00000000000006
ACALDt,PPS,10.0
ACALDt,PTAr,10.0
ACALDt,PYK,10.0
ACALDt,PYRt2,10.0
ACALDt,RPE,10.0
ACALDt,RPI,10.0
ACALDt,SUCCt2_2,10.0
ACALDt,SUCCt3,10.0
ACALDt,SUCDi,10.0
ACALDt,SUCOAS,10.0
ACALDt,TALA,10.0
ACALDt,THD2,10.0
ACALDt,TKT1,10.0
ACALDt,TKT2,10.0
ACALDt,TPI,-1.0326153846153387
ACKr,ACALD,10.000000000000004
ACKr,ACALDt,10.000000000000004
ACKr,ACONTa,10.0
ACKr,ACONTb,10.0
ACKr,ACt2r,10.0
ACKr,ADK1,10.0
ACKr,AKGDH,10.0
ACKr,AKGt2r,10.0
ACKr,ALCD2x,10.0
ACKr,ATPM,10.0
ACKr,ATPS4r,10.0
ACKr,Biomass_Ecoli_core,10.0
ACKr,CO2t,10.0
ACKr,CS,10.0
ACKr,CYTBD,10.0
ACKr,D_LACt2,10.0
ACKr,ENO,-3.226923076923101
ACKr,ETOHt2r,10.000000000000146
ACKr,EX_ac_e,10.000000000000146
ACKr,EX_acald_e,10.000000000000146
ACKr,EX_akg_e,10.000000000000146
ACKr,EX_co2_e,10.000000000000053
ACKr,EX_etoh_e,10.000000000000053
ACKr,EX_for_e,10.000000000000053
ACKr,EX_fru_e,10.000000000000053
ACKr,EX_fum_e,10.000000000000053
ACKr,EX_glc__D_e,-8.884674740275476e-14
ACKr,EX_gln__L_e,10.000000000000039
ACKr,EX_glu__L_e,10.000000000000039
ACKr,EX_h_e,10.0
ACKr,EX_h2o_e,10.0
ACKr,EX_lac__D_e,10.0
ACKr,EX_mal__L_e,10.0
ACKr,EX_nh4_e,10.0
ACKr,EX_o2_e,10.0
ACKr,EX_pi_e,10.0
ACKr,EX_pyr_e,10.0
ACKr,EX_succ_e,10.0
ACKr,FBA,-1.03261538461538
ACKr,FBP,9.999999999999972
ACKr,FORt2,9.999999999999972
ACKr,FORti,9.999999999999972
ACKr,FRD7,9.999999999999972
ACKr,FRUpts2,9.999999999999972
ACKr,FUM,9.999999999999972
ACKr,FUMt2_2,9.999999999999972
ACKr,G6PDH2r,9.999999999999972
ACKr,GAPD,-3.2269230769233137
ACKr,GLCpts,0.4794285714285737
ACKr,GLNS,9.999999999999998
ACKr,GLNabc,9.999999999999998
ACKr,GLUDy,9.999999999999998
ACKr,GLUN,9.999999999999998
ACKr,GLUSy,9.999999999999998
ACKr,GLUt2r,9.999999999999998
ACKr,GND,9.999999999999998
ACKr,H2Ot,9.999999999999998
ACKr,ICDHyr,9.999999999999998
ACKr,ICL,9.999999999999998
ACKr,LDH_D,10.00000000000003
ACKr,MALS,10.000000000000034
ACKr,MALt2_2,10.000000000000034
ACKr,MDH,9.999999999999652
ACKr,ME1,9.999999999999652
ACKr,ME2,9.999999999999652
ACKr,NADH16,9.999999999999652
ACKr,NADTRHD,9.999999999999652
ACKr,NH4t,9.999999999999652
ACKr,O2t,9.999999999999652
ACKr,PDH,9.999999999999652
ACKr,PFK,-1.0326153846153847
ACKr,PFL,10.000000000000036
ACKr,PGI,0.0
ACKr,PGK,-3.226923076922962
ACKr,PGL,9.999999999999927
ACKr,PGM,-3.226923076923109
ACKr,PIt2r,9.999999999999995
ACKr,PPC,10.000000000000036
ACKr,PPCK,10.000000000000036
ACKr,PPS,10.000000000000036
ACKr,PTAr,10.000000000000036
ACKr,PYK,9.999999999999774
ACKr,PYRt2,9.999999999999774
ACKr,RPE,9.999999999999774
ACKr,RPI,9.999999999999774
ACKr,SUCCt2_2,9.999999999999774
ACKr,SUCCt3,9.999999999999774
ACKr,SUCDi,9.999999999999774
ACKr,SUCOAS,9.999999999999774
ACKr,TALA,9.999999999999774
ACKr,THD2,9.999999999999774
ACKr,TKT1,9.999999999999774
ACKr,TKT2,9.999999999999774
ACKr,TPI,-1.032615384615383
ACONTa,ACALD,10.000000000000053
ACONTa,ACALDt,10.000000000000053
ACONTa,ACKr,10.000000000000053
ACONTa,ACONTb,10.000000000000053
ACONTa,ACt2r,10.000000000000053
ACONTa,ADK1,10.000000000000053
ACONTa,AKGDH,10.000000000000053
ACONTa,AKGt2r,10.000000000000053
ACONTa,ALCD2x,10.000000000000053
ACONTa,ATPM,10.000000000000066
ACONTa,ATPS4r,10.000000000000028
ACONTa,Biomass_Ecoli_core,10.000000000000028
ACONTa,CO2t,10.000000000000009
ACONTa,CS,10.000000000000009
ACONTa,CYTBD,10.000000000000009
ACONTa,D_LACt2,10.000000000000009
ACONTa,ENO,-3.2269230769230823
ACONTa,ETOHt2r,10.0
ACONTa,EX_ac_e,10.0
ACONTa,EX_acald_e,10.0
ACONTa,EX_akg_e,10.0
ACONTa,EX_co2_e,10.0
ACONTa,EX_etoh_e,10.0
ACONTa,EX_for_e,10.0
ACONTa,EX_fru_e,10.0
ACONTa,EX_fum_e,10.0
ACONTa,EX_glc__D_e,0.0
ACONTa,EX_gln__L_e,10.0
ACONTa,EX_glu__L_e,10.0
ACONTa,EX_h_e,10.000000000000007
ACONTa,EX_h2o_e,10.000000000000007
ACONTa,EX_lac__D_e,10.000000000000007
ACONTa,EX_mal__L_e,10.000000000000007
ACONTa,EX_nh4_e,10.000000000000007
ACONTa,EX_o2_e,10.000000000000007
ACONTa,EX_pi_e,10.000000000000007
ACONTa,EX_pyr_e,10.000000000000007
ACONTa,EX_succ_e,10.000000000000007
ACONTa,FBA,-1.398333333333337
ACONTa,FBP,10.0
ACONTa,FORt2,10.0
ACONTa,FORti,10.0
ACONTa,FRD7,10.0
ACONTa,FRUpts2,10.0
ACONTa,FUM,10.0
ACONTa,FUMt2_2,10.0
ACONTa,G6PDH2r,10.0
ACONTa,GAPD,-3.226923076923082
ACONTa,GLCpts,-3.226923076923076
ACONTa,GLNS,9.999999999999961
ACONTa,GLNabc,9.999999999999961
ACONTa,GLUDy,9.999999999999961
ACONTa,GLUN,9.999999999999961
ACONTa,GLUSy,9.999999999999961
ACONTa,GLUt2r,9.999999999999961
ACONTa,GND,9.999999999999961
ACONTa,H2Ot,9.999999999999961
ACONTa,ICDHyr,9.999999999999961
ACONTa,ICL,9.999999999999961
ACONTa,LDH_D,10.000000000000034
ACONTa,MALS,10.000000000000034
ACONTa,MALt2_2,10.000000000000034
ACONTa,MDH,10.000000000000034
ACONTa,ME1,10.000000000000034
ACONTa,ME2,10.000000000000034
ACONTa,NADH16,10.000000000000034
ACONTa,NADTRHD,10.000000000000034
ACONTa,NH4t,10.000000000000034
ACONTa,O2t,10.000000000000034
ACONTa,PDH,10.000000000000034
ACONTa,PFK,-1.3983333333333343
ACONTa,PFL,9.999999999999998
ACONTa,PGI,0.0
ACONTa,PGK,-3.2269230769230846
ACONTa,PGL,10.000000000000039
ACONTa,PGM,-3.226923076923082
ACONTa,PIt2r,10.000000000000009
ACONTa,PPC,10.000000000000005
ACONTa,PPCK,10.000000000000005
ACONTa,PPS,9.99999999999998
ACONTa,PTAr,9.99999999999998
ACONTa,PYK,10.000000000000027
ACONTa,PYRt2,10.0
ACONTa,RPE,10.0
ACONTa,RPI,10.0
ACONTa,SUCCt2_2,10.0
ACONTa,SUCCt3,10.0
ACONTa,SUCDi,10.0
ACONTa,SUCOAS,10.0
ACONTa,TALA,10.0
ACONTa,THD2,10.0
ACONTa,TKT1,10.0
ACONTa,TKT2,10.0
ACONTa,TPI,-1.3983333333333228
ACONTb,ACALD,9.999999999999996
ACONTb,ACALDt,9.999999999999996
ACONTb,ACKr,10.000000000000004
ACONTb,ACONTa,10.000000000000004
ACONTb,ACt2r,10.000000000000004
ACONTb,ADK1,10.000000000000004
ACONTb,AKGDH,10.000000000000004
ACONTb,AKGt2r,10.000000000000004
ACONTb,ALCD2x,10.000000000000004
ACONTb,ATPM,10.000000000000002
ACONTb,ATPS4r,10.000000000000004
ACONTb,Biomass_Ecoli_core,10.000000000000004
ACONTb,CO2t,10.000000000000004
ACONTb,CS,10.000000000000004
ACONTb,CYTBD,10.000000000000004
ACONTb,D_LACt2,10.0
ACONTb,ENO,-3.2269230769230726
ACONTb,ETOHt2r,9.999999999999993
ACONTb,EX_ac_e,9.999999999999993
ACONTb,EX_acald_e,9.999999999999979
ACONTb,EX_akg_e,9.999999999999979
ACONTb,EX_co2_e,9.999999999999948
ACONTb,EX_etoh_e,9.999999999999948
ACONTb,EX_for_e,9.999999999999948
ACONTb,EX_fru_e,9.999999999999948
ACONTb,EX_fum_e,9.999999999999948
ACONTb,EX_glc__D_e,-1.9751254108349097e-13
ACONTb,EX_gln__L_e,9.999999999999995
ACONTb,EX_glu__L_e,9.999999999999995
ACONTb,EX_h_e,10.000000000000055
ACONTb,EX_h2o_e,9.999999999999991
ACONTb,EX_lac__D_e,9.999999999999991
ACONTb,EX_mal__L_e,9.999999999999991
ACONTb,EX_nh4_e,9.999999999999991
ACONTb,EX_o2_e,9.999999999999991
ACONTb,EX_pi_e,9.999999999999991
ACONTb,EX_pyr_e,9.999999999999991
ACONTb,EX_succ_e,9.999999999999991
ACONTb,FBA,-1.3983333333333337
ACONTb,FBP,9.999999999999993
ACONTb,FORt2,9.999999999999993
ACONTb,FORti,9.999999999999993
ACONTb,FRD7,9.999999999999993
ACONTb,FRUpts2,9.999999999999993
ACONTb,FUM,9.999999999999993
ACONTb,FUMt2_2,9.999999999999993
ACONTb,G6PDH2r,9.999999999999993
ACONTb,GAPD,-3.226923076923078
ACONTb,GLCpts,-3.2269230769230783
ACONTb,GLNS,10.000000000000014
ACONTb,GLNabc,10.000000000000014
ACONTb,GLUDy,10.000000000000014
ACONTb,GLUN,10.000000000000014
ACONTb,GLUSy,10.000000000000014
ACONTb,GLUt2r,10.000000000000014
ACONTb,GND,10.000000000000014
ACONTb,H2Ot,10.000000000000014
ACONTb,ICDHyr,10.000000000000014
ACONTb,ICL,10.000000000000014
ACONTb,LDH_D,10.000000000000014
ACONTb,MALS,10.000000000000014
ACONTb,MALt2_2,10.000000000000014
ACONTb,MDH,10.000000000000014
ACONTb,ME1,10.000000000000014
ACONTb,ME2,10.000000000000014
ACONTb,NADH16,10.000000000000014
ACONTb,NADTRHD,10.000000000000014
ACONTb,NH4t,10.000000000000014
ACONTb,O2t,10.000000000000014
ACONTb,PDH,9.999999999998135
ACONTb,PFK,-1.3983333333333468
ACONTb,PFL,9.99999999999927
ACONTb,PGI,0.0
ACONTb,PGK,-3.2269230769230774
ACONTb,PGL,9.999999999999995
ACONTb,PGM,-3.2269230769230726
ACONTb,PIt2r,9.999999999999998
ACONTb,PPC,9.999999999999984
ACONTb,PPCK,9.999999999999984
ACONTb,PPS,9.999999999999984
ACONTb,PTAr,9.999999999999984
ACONTb,PYK,10.000000000000004
ACONTb,PYRt2,10.000000000000004
ACONTb,RPE,10.000000000000004
ACONTb,RPI,10.000000000000004
ACONTb,SUCCt2_2,10.000000000000004
ACONTb,SUCCt3,10.000000000000004
ACONTb,SUCDi,10.000000000000004
ACONTb,SUCOAS,10.000000000000004
ACONTb,TALA,10.000000000000004
ACONTb,THD2,10.000000000000004
ACONTb,TKT1,10.000000000000004
ACONTb,TKT2,10.000000000000004
ACONTb,TPI,-1.3983333333333297
ACt2r,ACALD,9.999999999999977
ACt2r,ACALDt,9.999999999999977
ACt2r,ACKr,9.999999999999977
ACt2r,ACONTa,9.999999999999977
ACt2r,ACONTb,9.999999999999977
ACt2r,ADK1,10.0
ACt2r,AKGDH,10.0
ACt2r,AKGt2r,10.0
ACt2r,ALCD2x,10.0
ACt2r,ATPM,10.0
ACt2r,ATPS4r,10.0
ACt2r,Biomass_Ecoli_core,10.0
ACt2r,CO2t,10.0
ACt2r,CS,10.0
ACt2r,CYTBD,10.0
ACt2r,D_LACt2,10.0
ACt2r,ENO,-3.2269230770006003
ACt2r,ETOHt2r,10.000000000006219
ACt2r,EX_ac_e,10.000000000006219
ACt2r,EX_acald_e,10.000000000006219
ACt2r,EX_akg_e,10.000000000006219
ACt2r,EX_co2_e,10.000000000006219
ACt2r,EX_etoh_e,10.000000000006219
ACt2r,EX_for_e,10.000000000005445
ACt2r,EX_fru_e,10.000000000005445
ACt2r,EX_fum_e,10.000000000005445
ACt2r,EX_glc__D_e,0.0
ACt2r,EX_gln__L_e,10.0
ACt2r,EX_glu__L_e,10.0
ACt2r,EX_h_e,10.0
ACt2r,EX_h2o_e,10.0
ACt2r,EX_lac__D_e,10.0
ACt2r,EX_mal__L_e,10.0
ACt2r,EX_nh4_e,10.0
ACt2r,EX_o2_e,10.0
ACt2r,EX_pi_e,10.0
ACt2r,EX_pyr_e,10.0
ACt2r,EX_succ_e,10.0
ACt2r,FBA,-1.0326153846153652
ACt2r,FBP,10.000000000000032
ACt2r,FORt2,10.000000000000032
ACt2r,FORti,10.000000000000032
ACt2r,FRD7,10.00000000000004
ACt2r,FRUpts2,10.00000000000004
ACt2r,FUM,10.00000000000004
ACt2r,FUMt2_2,10.00000000000004
ACt2r,G6PDH2r,10.00000000000004
ACt2r,GAPD,-3.2269230769230774
ACt2r,GLCpts,0.4794285714285716
ACt2r,GLNS,9.999999999999988
ACt2r,GLNabc,9.999999999999988
ACt2r,GLUDy,9.999999999999988
ACt2r,GLUN,9.999999999999988
ACt2r,GLUSy,9.999999999999988
ACt2r,GLUt2r,9.999999999999988
ACt2r,GND,9.999999999999988
ACt2r,H2Ot,9.999999999999996
ACt2r,ICDHyr,9.999999999999996
ACt2r,ICL,9.999999999999996
ACt2r,LDH_D,9.999999999999979
ACt2r,MALS,9.999999999999982
ACt2r,MALt2_2,9.999999999999982
ACt2r,MDH,9.999999999999856
ACt2r,ME1,9.999999999999856
ACt2r,ME2,9.999999999999856
ACt2r,NADH16,9.999999999999856
ACt2r,NADTRHD,9.999999999999856
ACt2r,NH4t,9.999999999999856
ACt2r,O2t,9.999999999999856
ACt2r,PDH,9.999999999999856
ACt2r,PFK,-1.0326153846153847
ACt2r,PFL,9.999999999999998
ACt2r,PGI,0.0
ACt2r,PGK,-3.226923076923159
ACt2r,PGL,10.0
ACt2r,PGM,-3.2269230769230797
ACt2r,PIt2r,10.000000000000014
ACt2r,PPC,10.000000000000018
ACt2r,PPCK,10.000000000000018
ACt2r,PPS,10.000000000000018
ACt2r,PTAr,10.000000000000018
ACt2r,PYK,9.99999999999997
ACt2r,PYRt2,9.99999999999997
ACt2r,RPE,9.99999999999997
ACt2r,RPI,9.99999999999997
ACt2r,SUCCt2_2,9.99999999999997
ACt2r,SUCCt3,10.0
ACt2r,SUCDi,10.0
ACt2r,SUCOAS,10.0
ACt2r,TALA,10.0
ACt2r,THD2,10.0
ACt2r,TKT1,10.0
ACt2r,TKT2,10.0
ACt2r,TPI,-1.0326153846154342
ADK1,ACALD,10.000000000000142
ADK1,ACALDt,10.000000000000142
ADK1,ACKr,10.000000000000142
ADK1,ACONTa,10.000000000000155
ADK1,ACONTb,10.000000000000155
ADK1,ACt2r,10.000000000000155
ADK1,AKGDH,10.000000000000155
ADK1,AKGt2r,10.000000000000155
ADK1,ALCD2x,10.000000000000155
ADK1,ATPM,10.000000000000238
ADK1,ATPS4r,10.000000000000155
ADK1,Biomass_Ecoli_core,10.000000000000155
ADK1,CO2t,10.000000000000155
ADK1,CS,10.000000000000155
ADK1,CYTBD,10.000000000000155
ADK1,D_LACt2,10.000000000000114
ADK1,ENO,-2.0078632478632477
ADK1,ETOHt2r,10.000000000000014
ADK1,EX_ac_e,10.000000000000014
ADK1,EX_acald_e,10.000000000000002
ADK1,EX_akg_e,10.000000000000002
ADK1,EX_co2_e,10.000000000000007
ADK1,EX_etoh_e,10.0
ADK1,EX_for_e,10.0
ADK1,EX_fru_e,10.0
ADK1,EX_fum_e,10.0
ADK1,EX_glc__D_e,-6.581044626537192e-15
ADK1,EX_gln__L_e,10.000000000000075
ADK1,EX_glu__L_e,10.000000000000075
ADK1,EX_h_e,10.000000000000075
ADK1,EX_h2o_e,10.0
ADK1,EX_lac__D_e,10.0
ADK1,EX_mal__L_e,10.0
ADK1,EX_nh4_e,10.0
ADK1,EX_o2_e,10.0
ADK1,EX_pi_e,10.0
ADK1,EX_pyr_e,10.0
ADK1,EX_succ_e,10.0
ADK1,FBA,-1.0326153846153827
ADK1,FBP,10.000000000000039
ADK1,FORt2,10.000000000000039
ADK1,FORti,10.000000000000039
ADK1,FRD7,10.000000000000014
ADK1,FRUpts2,10.000000000000014
ADK1,FUM,10.000000000000014
ADK1,FUMt2_2,10.000000000000014
ADK1,G6PDH2r,10.000000000000014
ADK1,GAPD,-2.007863247863255
ADK1,GLCpts,0.47942857142856987
ADK1,GLNS,10.000000000000002
ADK1,GLNabc,10.000000000000002
ADK1,GLUDy,10.000000000000002
ADK1,GLUN,10.000000000000002
ADK1,GLUSy,10.000000000000002
ADK1,GLUt2r,10.000000000000002
ADK1,GND,10.000000000000002
ADK1,H2Ot,10.000000000000002
ADK1,ICDHyr,10.000000000000002
ADK1,ICL,10.000000000000002
ADK1,LDH_D,10.000000000000016
ADK1,MALS,10.000000000000016
ADK1,MALt2_2,10.000000000000016
ADK1,MDH,10.000000000000016
ADK1,ME1,10.000000000000016
ADK1,ME2,10.000000000000016
ADK1,NADH16,10.000000000000016
ADK1,NADTRHD,10.000000000000016
ADK1,NH4t,10.000000000000016
ADK1,O2t,10.000000000000016
ADK1,PDH,10.000000000000016
ADK1,PFK,-1.032615384615392
ADK1,PFL,10.000000000000206
ADK1,PGI,0.0
ADK1,PGK,-2.007863247863247
ADK1,PGL,9.99999999999996
ADK1,PGM,-2.0078632478632437
ADK1,PIt2r,10.0
ADK1,PPC,10.0
ADK1,PPCK,10.0
ADK1,PPS,10.0
ADK1,PTAr,10.0
ADK1,PYK,9.999999999999893
ADK1,PYRt2,9.999999999999893
ADK1,RPE,9.999999999999893
ADK1,RPI,9.999999999999893
ADK1,SUCCt2_2,9.999999999999893
ADK1,SUCCt3,9.999999999999893
ADK1,SUCDi,9.999999999999893
ADK1,SUCOAS,9.999999999999893
ADK1,TALA,9.999999999999893
ADK1,THD2,9.999999999999893
ADK1,TKT1,9.999999999999893
ADK1,TKT2,9.999999999999893
ADK1,TPI,-1.03261538461538
AKGDH,ACALD,10.000000000000057
AKGDH,ACALDt,10.000000000000057
AKGDH,ACKr,10.000000000000057
AKGDH,ACONTa,10.000000000000057
AKGDH,ACONTb,10.000000000000057
AKGDH,ACt2r,10.000000000000057
AKGDH,ADK1,10.0
AKGDH,AKGt2r,10.0
AKGDH,ALCD2x,10.0
AKGDH,ATPM,10.0
AKGDH,ATPS4r,10.0
AKGDH,Biomass_Ecoli_core,10.0
AKGDH,CO2t,10.0
AKGDH,CS,10.0
AKGDH,CYTBD,10.0
AKGDH,D_LACt2,10.0
AKGDH,ENO,-3.226923076922772
AKGDH,ETOHt2r,9.99999999999998
AKGDH,EX_ac_e,9.99999999999998
AKGDH,EX_acald_e,9.999999999999975
AKGDH,EX_akg_e,9.999999999999975
AKGDH,EX_co2_e,9.999999999999975
AKGDH,EX_etoh_e,9.999999999999925
AKGDH,EX_for_e,9.999999999999943
AKGDH,EX_fru_e,9.999999999999943
AKGDH,EX_fum_e,9.999999999999943
AKGDH,EX_glc__D_e,2.8180309723700632e-14
AKGDH,EX_gln__L_e,10.00000000000059
AKGDH,EX_glu__L_e,10.00000000000059
AKGDH,EX_h_e,10.00000000000059
AKGDH,EX_h2o_e,10.000000000000085
AKGDH,EX_lac__D_e,10.000000000000085
AKGDH,EX_mal__L_e,10.000000000000085
AKGDH,EX_nh4_e,10.000000000000085
AKGDH,EX_o2_e,10.000000000000085
AKGDH,EX_pi_e,10.000000000000085
AKGDH,EX_pyr_e,10.000000000000085
AKGDH,EX_succ_e,10.000000000000085
AKGDH,FBA,-1.1003278688525802
AKGDH,FBP,10.000000000000002
AKGDH,FORt2,10.000000000000002
AKGDH,FORti,10.000000000000002
AKGDH,FRD7,10.000000000000002
AKGDH,FRUpts2,10.000000000000002
AKGDH,FUM,10.000000000000002
AKGDH,FUMt2_2,10.000000000000002
AKGDH,G6PDH2r,10.000000000000002
AKGDH,GAPD,-3.22692307692324
AKGDH,GLCpts,0.5412903225806467
AKGDH,GLNS,9.99999999999996
AKGDH,GLNabc,9.99999999999996
AKGDH,GLUDy,9.99999999999996
AKGDH,GLUN,9.99999999999996
AKGDH,GLUSy,9.99999999999996
AKGDH,GLUt2r,9.99999999999996
AKGDH,GND,9.99999999999996
AKGDH,H2Ot,9.99999999999996
AKGDH,ICDHyr,9.99999999999996
AKGDH,ICL,9.99999999999996
AKGDH,LDH_D,9.99999999999996
AKGDH,MALS,9.99999999999996
AKGDH,MALt2_2,9.99999999999996
AKGDH,MDH,9.99999999999996
AKGDH,ME1,9.99999999999996
AKGDH,ME2,9.99999999999996
AKGDH,NADH16,9.99999999999996
AKGDH,NADTRHD,9.99999999999996
AKGDH,NH4t,9.99999999999996
AKGDH,O2t,9.99999999999996
AKGDH,PDH,10.0
AKGDH,PFK,-1.100327868852472
AKGDH,PFL,10.000000000000144
AKGDH,PGI,0.0
AKGDH,PGK,-3.226923076923373
AKGDH,PGL,10.000000000000055
AKGDH,PGM,-3.226923076923083
AKGDH,PIt2r,10.000000000000204
AKGDH,PPC,10.000000000000384
AKGDH,PPCK,10.000000000000384
AKGDH,PPS,10.000000000000384
AKGDH,PTAr,10.000000000000384
AKGDH,PYK,10.0
AKGDH,PYRt2,10.0
AKGDH,RPE,10.0
AKGDH,RPI,10.0
AKGDH,SUCCt2_2,10.0
AKGDH,SUCCt3,10.0
AKGDH,SUCDi,10.0
AKGDH,SUCOAS,10.0
AKGDH,TALA,10.0
